Treatment,Outcome,IV1,IV2,A
7.4613852538005,13.10651938735966,1.9613349582860857,3.5637862928048296,5.64513413355916
-0.611228784842082,2.5128764684384985,0.0007852082782614963,-0.8568800167845666,3.1241052532805806
0.9347796191769975,-5.215050794167288,-3.6337449713327894,0.49259081499408364,-6.149830413344286
-0.24490036346696428,0.10798152364972072,0.4002309380490015,0.14761799420600494,0.352881887116685
0.2599045298627387,0.38129002389670597,-0.19764455529776231,0.4663923785761238,0.12138549403396724
0.8316712327580768,0.8590415544858291,-0.0004937157280003215,0.38860097989005593,0.027370321727752306
5.57569210295437,12.26542078153481,2.972161610672735,-0.005526258790872569,6.689728678580442
33.526454960333915,84.17724937007837,15.77652053091215,0.042611192131006705,50.65079440974446
30.141491424954175,65.03376641222621,12.009775751476196,11.416295727663814,34.89227498727203
5.661706996442484,9.36791074399412,5.793836083636467,-0.036943579476570655,3.706203747551637
6.712061988950322,3.4977399354350185,11.332900127604816,-0.00567286586431952,-3.2143220535153034
10.183413824909929,10.609087358637353,-0.34240406075231494,-2.195253583852255,0.4256735337274244
0.28404363053121295,0.3515734490045571,0.22796250946885754,-0.039060879334254985,0.06752981847334415
2.7470515947628606,9.979845609165503,1.3576661792741775,-0.01572295956594947,7.232794014402643
-3.2090116668608166,-8.325052813550428,-1.1983315187720738,-0.00015312210498468,-5.1160411466896125
2.0719857329469384,2.125133975816091,7.240085672534493,-2.5148597596954367,0.05314824286915267
24.992555292584928,55.77190965195797,9.419318384221905,-2.5175496869134246,30.779354359373038
3.122163631139234,3.2042073211137527,4.563863147639566,-0.8329438035941815,0.08204368997451911
6.369763712409171,11.61846803705565,1.7600198029393326,-2.9825835012765226e-06,5.248704324646478
1.2352237801033341,3.418093779433372,-0.3925594510505984,2.2922234628402847,2.1828699993300376
0.7157544261429196,0.6863937883566222,-0.9007432794799989,5.577619543927255,-0.029360637786297383
13.59179658137197,13.517708246911674,0.003386799024718654,-0.020627758375360555,-0.07408833446029525
