Treatment,Outcome,IV1,IV2,A
0.45007518654075973,-6.356712027109805,0.15609969741272733,-0.7015342456968043,0.030013004670936594
-4.3328957083543544,9.66124100001819,-2.711446429364229,-0.16025403613363087,-2.068647586492136
-4.804085964759249,10.062833277197182,-2.5721073051024295,-0.919777341513047,-2.492901110566552
2.0543521231943753,6.930592521475767,1.2239954042670136,0.6943971779863862,1.170908283699139
4.30774815281896,13.489869794578206,2.0978139771063096,0.5341107323277696,1.806547416683499
-2.8878869430415,6.49989278366245,-1.210366772795821,-0.19707138697584492,-1.9843078012816717
-0.9050483663286741,-1.3837883449348491,-0.15955655634046018,-0.20925871933747686,-0.5856531989095441
-1.602100392614824,1.3823949155306323,-1.2228707084646622,0.37263792863282075,-2.3881291943343426
-1.6894801988049601,2.365817689687814,-0.5383135252611084,0.34880701488184007,-1.8295495659327483
2.6250294497463065,8.966744552525732,0.9513317443902136,0.22793181534833695,1.2460076330726997
4.500444447310143,13.30178464467715,2.6010297394972204,0.6634660716148382,1.2683753809319689
1.3089301599252037,2.9865342279540896,0.33570332548344184,-0.3657667030384988,0.8328531740169551
-0.3421796383498925,-8.322356707255521,0.5225986906507507,-0.16760902719693216,0.2569986646355551
1.994262727518542,5.182712616123628,0.5946066367244665,0.023549745723578708,-0.33948275904891023
-1.8474649432402124,5.460846915543291,-0.9537534096364155,-0.9015667452335947,0.5503317281986242
2.9617523580007843,9.924462066732485,1.1131832647005018,0.3044948047374407,1.2382132187036556
-4.646957302058391,10.756651865667065,-2.200771730227037,-0.939292862688498,-1.5330494285703065
-3.041810259137182,7.109304339795694,-2.091402261383026,0.18568792944265455,-1.7903182055612439
2.6231871763453003,8.75111397520056,0.8269582506090016,0.10523745218436176,1.0359935113412733
-2.652781376126179,7.190079925128696,-0.9260718879041061,0.5334424483571569,-0.6147893986723063
1.2722546317928642,2.617384529685246,1.036935692758937,-0.9691783217650958,0.691059512795354
2.884215487283507,8.913946578819045,1.5756843734439696,0.836597800499032,0.43992310018223035
2.7136574804406055,9.606512049755281,1.9448592024700326,0.5003314827873933,1.620133259780325
-4.184088439681123,10.356078314177806,-1.131037997854709,-0.8828114436838608,-1.0942325988647261
0.6302011129620055,-3.9338886734153764,0.052981846522820675,0.661902880998761,-0.24015840449686698
0.30565344436024855,-9.7747793707355,-0.8425473299177046,0.9959318103301551,-0.29235254191701743
0.13288443911930714,-16.016078023711273,0.8954312775403395,0.026008483714960118,0.13012523434126888
1.347198584490809,2.171811012066903,0.19662096924336625,0.3363562672613649,-0.2124074983395563
-0.13285370149570164,-17.262845204114647,-1.1967331588802022,0.9846218007450147,-1.1147912445454053
1.5499803521372468,4.177691653524549,1.4656937504379188,0.125156744986344,0.6717536150419279
0.5323229859779048,-3.6236561518165393,-0.12214996526461763,-0.11261956156039155,1.4203827070741422
4.012448734900685,13.706277013284051,1.1668448268618627,0.7888896886017398,2.591063317077835
0.15169909868813258,-15.543025121552711,-1.0625570248192535,0.7798312959080582,-0.4561744491118649
1.1424675224930527,1.1561891502242927,0.08855298635517905,0.694160470459283,0.0906658167822676
3.473703792420629,10.986628137398224,1.6225686298636492,-0.4725994238145663,1.0248569369494624
-1.2416664431557685,1.2451143799575497,0.2003958414373177,-0.9283592681068416,-0.4865206852794093
-0.6468444709136225,-4.792366591424386,-1.2019853390412107,0.49850359971173486,-1.3071714045042941
0.5100435410765849,-5.261716256662002,-0.6718505036588474,0.6426051991089954,0.12435720132203087
-3.6061415695702985,8.310200643650969,-1.7654089146588001,-0.4132813167583298,-1.9509064240187781
-2.2903218418474567,5.11036963051535,-0.8027778443736797,-0.6737498407875626,-1.5191691693444216
-0.5015137804428598,-5.378741239316374,-0.4778307678861482,-0.012910106890674733,0.14225230874205974
