Treatment,Outcome,IV1,IV2,W,A
107.76880457826464,6.668344218639703,4.337836802383968,3.365098547554343,1.4961409584504917,2.125222540837712
22.622677522380904,5.650666353177389,2.5819142733319196,0.007190724483850025,0.5122187392645319,1.6506699515516123
208.10999008875007,6.552165269410074,5.576147234254556,-0.005994506269751287,-1.0080558018363726,3.7755839408784473
28.17090018285245,7.0450417461166435,2.676560915028745,0.6735120244629752,0.4086444668845881,3.1217919244638646
173.68237565900318,4.60755220863108,3.585392858025202,10.43800988825513,2.1603315620740022,-0.09475990261820813
22.63909096536406,2.5596952043345294,-0.21728989211126487,-3.384780533993446,-0.552421796404355,-0.4622577778313594
35.247009264815645,4.097839162520776,2.6188854828106596,3.5171779161966255,1.4264044309761397,-0.40395057088313646
12.877805804022767,5.3033664321128775,1.9536306962768872,0.40270121968547257,0.09202945759071308,1.7182966079031736
357.44560105987995,3.2822820339893637,6.9286520677180645,-4.320105527037818,-1.5909635745937765,0.7239316726580559
3888.123643799224,6.904678162202416,12.00681539302429,46.35729169348708,3.573439801199038,2.0362052644757562
461.9929610808684,3.568338754694294,6.768876285825311,-12.11357695288168,-2.397870645072177,1.1753969351247826
14.506164456777476,2.5548512320251513,1.9819395479819444,-0.19660612333384753,-0.6740265301830666,-0.35403717335450846
13.98266687107922,7.4677543832069455,2.061828829105156,-0.04677325208826508,0.4178399555109211,3.5725631866284644
17.797228229761508,3.667890063528708,2.18079048112981,0.28743082094668304,-0.9809656904986434,0.9290130992255633
18.575799213525087,1.5005496920816408,2.0423921971648156,-1.6518051610982094,-1.2935906331216735,-1.1037544261683756
376.8258504844217,6.8258397690648,6.128813883843864,11.898086040091254,2.2554059128710358,2.104235273288968
4.958428306457321,5.051236342994049,0.46602930578958446,-0.19901355607359678,0.4997806769860571,1.2159752363473415
43.72156693385365,0.7211082848390717,2.8496564157430324,-3.8481820313442876,-1.5899710179930535,-1.8174528879132168
12.933667220160043,3.7371131933423216,1.9174569687608114,-0.12764190595352523,0.368367638731927,-0.10946241675842222
3.8602261563396087,3.0873743899029504,-1.4713710666012318,-0.1077992901395632,-0.027978981430117213,-0.20197020377990493
347728824.39662486,2.719471082313892,558.2157280800676,-13182.796337599148,-23.623131550714277,0.6771649530109309
